,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
412,Bogoslovija,44.81528828581475,20.48994553205405,Wood Caffe,44.81611161845719,20.492851589909783,Café
413,Bogoslovija,44.81528828581475,20.48994553205405,Bitef Art Cafe,44.816901833620555,20.48577450465289,Nightclub
414,Bogoslovija,44.81528828581475,20.48994553205405,Ledena dvorana Pionir,44.81593747747044,20.484102170928075,Hockey Arena
415,Bogoslovija,44.81528828581475,20.48994553205405,Enso fine dining,44.81697082867343,20.485665752301642,Comfort Food Restaurant
416,Bogoslovija,44.81528828581475,20.48994553205405,TK Crvena zvezda,44.81450594291465,20.49018047181506,Tennis Court
417,Bogoslovija,44.81528828581475,20.48994553205405,Sportska akademija Kočović,44.81561405969505,20.484952396537526,Gym / Fitness Center
418,Bogoslovija,44.81528828581475,20.48994553205405,Fabrika,44.81896345000528,20.488310169487907,Nightclub
419,Bogoslovija,44.81528828581475,20.48994553205405,Drugstore,44.81890570429048,20.488862366079633,Nightclub
420,Bogoslovija,44.81528828581475,20.48994553205405,Good Food,44.81461793909575,20.490796324788004,Burger Joint
421,Bogoslovija,44.81528828581475,20.48994553205405,Bajka,44.81332323924308,20.489443251631513,Café
422,Bogoslovija,44.81528828581475,20.48994553205405,Studentska menza „Karaburma”,44.813804610327935,20.488639432325883,Restaurant
423,Bogoslovija,44.81528828581475,20.48994553205405,iDEA,44.81711392916384,20.484941081914236,Supermarket
424,Bogoslovija,44.81528828581475,20.48994553205405,Omladinski stadion | OFK Beograd,44.81478323261351,20.495978698649974,Soccer Stadium
425,Bogoslovija,44.81528828581475,20.48994553205405,Plan B,44.816617953413086,20.48599124793498,Nightclub
426,Bogoslovija,44.81528828581475,20.48994553205405,Centar za kulturu „Vlada Divljan”,44.816924241297166,20.48545233668755,Cultural Center
427,Bogoslovija,44.81528828581475,20.48994553205405,Codex,44.8175680670043,20.49466169979284,Hookah Bar
428,Bogoslovija,44.81528828581475,20.48994553205405,"Okretnica Pančevački most (33, 37, 48, 58)",44.81960200970007,20.489507317543026,Bus Station
429,Bogoslovija,44.81528828581475,20.48994553205405,Železnička stanica Pančevački most,44.81964281762208,20.490113123967717,Train Station
430,Calije,44.80502557353021,20.52024117657397,Hector's Cuban Caffe,44.80479889146312,20.521381441773716,Café
431,Calije,44.80502557353021,20.52024117657397,WFF,44.8047839170888,20.52139524937859,Chinese Restaurant
432,Calije,44.80502557353021,20.52024117657397,Lesko žar,44.80479844780896,20.521382589227468,BBQ Joint
433,Calije,44.80502557353021,20.52024117657397,Raša,44.80479005040808,20.521399781649933,Bakery
434,Calije,44.80502557353021,20.52024117657397,Maxi,44.80478718276446,20.52139642686733,Supermarket
435,Calije,44.80502557353021,20.52024117657397,Fikatraaa,44.80473505212553,20.521443671291102,Convenience Store
436,Calije,44.80502557353021,20.52024117657397,Burger Plus,44.80479803350529,20.521334226979636,Burger Joint
437,Calije,44.80502557353021,20.52024117657397,Tr Deni,44.80508214546118,20.51796325265172,Grocery Store
438,Calije,44.80502557353021,20.52024117657397,Teretana Spok,44.80480718890936,20.521390584267994,Gym
439,Calije,44.80502557353021,20.52024117657397,Auto Centar Line,44.80513040937658,20.517810291845045,Auto Garage
440,Calije,44.80502557353021,20.52024117657397,Mala Columbia,44.805463608559386,20.523043946504732,Park
441,Calije,44.80502557353021,20.52024117657397,Pekara Ćalije,44.80565691069686,20.517254698531055,Bakery
442,Calije,44.80502557353021,20.52024117657397,MaxBet,44.80689681651111,20.52200471494695,Casino
443,Calije,44.80502557353021,20.52024117657397,Okretnica gradskog prevoza Karaburma II,44.80705060457775,20.522224594416258,Bus Stop
444,Caplja,44.81310000000008,20.463290000000033,Sinnerman,44.81324726055465,20.462932754131046,Jazz Club
445,Caplja,44.81310000000008,20.463290000000033,Kafeterija | Кафетерија,44.81285187820009,20.46301212346027,Café
446,Deponija,44.81310000000008,20.463290000000033,Sinnerman,44.81324726055465,20.462932754131046,Jazz Club
447,Deponija,44.81310000000008,20.463290000000033,Kafeterija | Кафетерија,44.81285187820009,20.46301212346027,Café
448,Dunav City,44.81310000000008,20.463290000000033,Sinnerman,44.81324726055465,20.462932754131046,Jazz Club
449,Dunav City,44.81310000000008,20.463290000000033,Kafeterija | Кафетерија,44.81285187820009,20.46301212346027,Café
450,Dunavski Venac,44.82733595764717,20.44629539575988,Obala majora Dragutina Gavrilovića | Dunavski kej,44.82738680182474,20.446414947509766,Pedestrian Plaza
451,Dunavski Venac,44.82733595764717,20.44629539575988,Jaram na vodi,44.82668538423851,20.44537295555925,Bar
452,Dunavski Venac,44.82733595764717,20.44629539575988,Kalemegdan | Donji grad,44.826842,20.45022,Dog Run
453,Dunavski Venac,44.82733595764717,20.44629539575988,Kula Nebojša,44.82650633641123,20.44674785947846,History Museum
454,Dunavski Venac,44.82733595764717,20.44629539575988,Брод | Brod,44.8275,20.445726,Lounge
455,Dunavski Venac,44.82733595764717,20.44629539575988,Barutana,44.82391802952335,20.447630093206783,Nightclub
456,Dunavski Venac,44.82733595764717,20.44629539575988,Kalemegdanska terasa,44.82564960591948,20.45170431390582,Eastern European Restaurant
457,Dunavski Venac,44.82733595764717,20.44629539575988,Vodenica,44.8261197171339,20.44508291403218,Seafood Restaurant
458,Dunavski Venac,44.82733595764717,20.44629539575988,Opservatorija | Astronomsko društvo Ruđer Bošković,44.82494118443012,20.450787791878895,Planetarium
459,Dunavski Venac,44.82733595764717,20.44629539575988,Teniski centar Novak,44.82951066551873,20.451196095064557,Tennis Court
460,Dunavski Venac,44.82733595764717,20.44629539575988,Viva,44.83033664226287,20.449916429809992,Italian Restaurant
461,Dunavski Venac,44.82733595764717,20.44629539575988,Čekaonica na vodi,44.827425653697325,20.445677607755268,Jazz Club
462,Dunavski Venac,44.82733595764717,20.44629539575988,Novak,44.82950258693715,20.451044080306012,Restaurant
463,Dunavski Venac,44.82733595764717,20.44629539575988,Sokače,44.82845759253213,20.451868685108902,Eastern European Restaurant
464,Dunavski Venac,44.82733595764717,20.44629539575988,Veliki barutni magacin (Barutana),44.823867435438274,20.447604324188138,Event Space
465,Dunavski Venac,44.82733595764717,20.44629539575988,Druga kuća | Gaučosi,44.82879088140693,20.451787895634613,Nightclub
466,Dunavski Venac,44.82733595764717,20.44629539575988,Pizzeria Tvrđava,44.82598010919,20.45175112863235,Pizza Place
467,Dunavski Venac,44.82733595764717,20.44629539575988,Kalemegdan,44.826035,20.445864,Park
468,Dunavski Venac,44.82733595764717,20.44629539575988,Avantura,44.826949525181604,20.445772903039217,Bar
469,Dunavski Venac,44.82733595764717,20.44629539575988,Brod „Riga od Fere”,44.82730699553477,20.445996292317083,Boat or Ferry
470,Dunavski Venac,44.82733595764717,20.44629539575988,Les Enfants Terribles | Grozna deca,44.828386196687205,20.4488522389939,Nightclub
471,Dunavski Venac,44.82733595764717,20.44629539575988,Sprave na otvorenom 25. maj,44.82869210294915,20.448982305212528,Gym / Fitness Center
472,Dunavski Venac,44.82733595764717,20.44629539575988,Admiral,44.82957443152827,20.448951486249264,Pub
473,Dunavski Venac,44.82733595764717,20.44629539575988,Stadion FK Dorćol,44.82833446565956,20.449574795112678,Soccer Stadium
474,Dunavski Venac,44.82733595764717,20.44629539575988,"""Svako dobro"" splav",44.83017455162685,20.44970699264871,Bistro
475,Dunavski Venac,44.82733595764717,20.44629539575988,Defterdarova kapija,44.824105,20.448967,Castle
476,Dunavski Venac,44.82733595764717,20.44629539575988,Wooloomooloo splav,44.83023476513261,20.44965427204191,Bar
477,Dunavski Venac,44.82733595764717,20.44629539575988,Dizdareva kula,44.824998,20.450589,Historic Site
478,Dunavski Venac,44.82733595764717,20.44629539575988,Stadion F.K. GSP Polet,44.82844235279656,20.451622205858843,Soccer Stadium
479,Dunavski Venac,44.82733595764717,20.44629539575988,Česma Mehmed paše Sokolovića,44.823870628511415,20.449494953689925,Well
480,Dunavski Venac,44.82733595764717,20.44629539575988,Oh! Cinema!,44.825506229825116,20.451592685367487,Bar
481,Hadzipopovac,44.81123000000007,20.482140000000072,Profesorska kolonija,44.812125113634046,20.480728401154387,Neighborhood
482,Hadzipopovac,44.81123000000007,20.482140000000072,Džidži Midži,44.811844301786266,20.480130927881525,Café
483,Hadzipopovac,44.81123000000007,20.482140000000072,Zlatar,44.81258593189171,20.482797433931403,Restaurant
484,Hadzipopovac,44.81123000000007,20.482140000000072,Mama Leone,44.8104213538551,20.480978993268614,Café
485,Karaburma,44.80796003332558,20.524410066074168,Gogo Grill,44.80808604814365,20.52218395168185,Fast Food Restaurant
486,Karaburma,44.80796003332558,20.524410066074168,Čobanov lad,44.80889531516469,20.521308237919143,Eastern European Restaurant
487,Karaburma,44.80796003332558,20.524410066074168,Bambi,44.807322208336,20.52220153528461,Grocery Store
488,Karaburma,44.80796003332558,20.524410066074168,MaxBet,44.80689681651111,20.52200471494695,Casino
489,Karaburma II,44.81509500000001,20.50634025,Monument,44.81718472398495,20.50823678950606,Italian Restaurant
490,Karaburma II,44.81509500000001,20.50634025,Skroz dobra pekara,44.814694757657364,20.506262141593112,Bakery
491,Karaburma II,44.81509500000001,20.50634025,Medolino,44.81490203639362,20.506015624432774,Creperie
492,Karaburma II,44.81509500000001,20.50634025,Non Stop Fitness,44.81636838598354,20.50454755320946,Gym / Fitness Center
493,Karaburma II,44.81509500000001,20.50634025,iDEA,44.81686068796035,20.507654338882297,Supermarket
494,Karaburma II,44.81509500000001,20.50634025,Stajalište gradskog prevoza Patrisa Lumumbe,44.81470480264777,20.506306203862668,Bus Stop
495,Karaburma II,44.81509500000001,20.50634025,Pull&Bear,44.816853,20.50731,Clothing Store
496,Karaburma II,44.81509500000001,20.50634025,Reserved,44.816834,20.508285,Clothing Store
497,Karaburma II,44.81509500000001,20.50634025,Asia Food,44.81682,20.508541,Asian Restaurant
498,Karaburma-Dunav,44.81391000000008,20.517030000000037,Perfect Line,44.81404076981182,20.518946652321233,Gym / Fitness Center
499,Karaburma-Dunav,44.81391000000008,20.517030000000037,Nova city Hotel,44.8143918634915,20.518769988570387,Hotel
500,Karaburma-Dunav,44.81391000000008,20.517030000000037,Skroz dobra pekara,44.81296310459734,20.51806199156983,Bakery
501,Karaburma-Dunav,44.81391000000008,20.517030000000037,"""Naša"" prodavnica",44.81396308485188,20.517831009041753,Grocery Store
502,Karaburma-Dunav,44.81391000000008,20.517030000000037,Sun Moon Star,44.81373197711499,20.518880002513804,Gym
503,Karaburma-Dunav,44.81391000000008,20.517030000000037,Pijaca Karaburma,44.813967964478856,20.517778900310578,Farmers Market
504,Karaburma-Dunav,44.81391000000008,20.517030000000037,Jumbo Kids,44.81399294187843,20.518587050174926,Café
505,Karaburma-Dunav,44.81391000000008,20.517030000000037,Knjižara Protos DOO,44.813852562679976,20.517866096344047,Arts & Crafts Store
506,Karaburma-Dunav,44.81391000000008,20.517030000000037,Stara okretnica Karaburma,44.81285890623818,20.518083572387695,Bus Stop
507,Karaburma-Dunav,44.81391000000008,20.517030000000037,Aroma,44.814101,20.51859,Food & Drink Shop
508,Karaburma-Dunav,44.81391000000008,20.517030000000037,Hotel Karaburma,44.813583,20.516813,Hotel
509,Karaburma-Dunav,44.81391000000008,20.517030000000037,Zlatni bik,44.815845195288645,20.515171654156354,BBQ Joint
510,Karaburma-Dunav,44.81391000000008,20.517030000000037,Pizzeria ''Samo Malo'',44.81172270096053,20.51573839691897,Pizza Place
511,Kotez,44.785329981678174,20.517409963356343,Skroz dobra pekara,44.78414831814658,20.518089100632235,Bakery
512,Kotez,44.785329981678174,20.517409963356343,Ustanička | Okretnica,44.78446475076979,20.51778063100973,Bus Station
513,Kotez,44.785329981678174,20.517409963356343,Halo Leskovac,44.7841275103522,20.51793185191661,BBQ Joint
514,Kotez,44.785329981678174,20.517409963356343,Pink Panter,44.78366020412514,20.517175949476773,BBQ Joint
515,Kotez,44.785329981678174,20.517409963356343,Mesara Milan,44.78406611662022,20.518471763752217,Butcher
516,Kozara,44.785264500000004,20.46225150000001,Avala,44.78328740922806,20.462785118704453,Restaurant
517,Kozara,44.785264500000004,20.46225150000001,Ljutica,44.78294975640606,20.46226825574263,Bar
518,Kozara,44.785264500000004,20.46225150000001,SD Crvena Zvezda,44.78505133856243,20.46302769416455,Athletics & Sports
519,Kozara,44.785264500000004,20.46225150000001,Red Cafe,44.78291504791655,20.463325613438908,Café
520,Kozara,44.785264500000004,20.46225150000001,Zvezda Lounge Bar,44.78294594702389,20.463352606671602,Lounge
521,Kozara,44.785264500000004,20.46225150000001,Laterna,44.78381787117594,20.46273865681313,Café
522,Kozara,44.785264500000004,20.46225150000001,Shop&Go,44.786956421326366,20.462893635621754,Market
523,Kozara,44.785264500000004,20.46225150000001,Terra Rossa,44.78477899771187,20.46297031018813,Pizza Place
524,Kozara,44.785264500000004,20.46225150000001,Muzej FK Crvena zvezda,44.7832971556697,20.463151931762695,Museum
525,Kozara,44.785264500000004,20.46225150000001,"Butik „Delije""",44.78332603794665,20.463453409324508,Boutique
526,Krnjaca,44.81310000000008,20.463290000000033,Sinnerman,44.81324726055465,20.462932754131046,Jazz Club
527,Krnjaca,44.81310000000008,20.463290000000033,Kafeterija | Кафетерија,44.81285187820009,20.46301212346027,Café
528,Lesce,44.811540000000036,20.54413000000005,Winner,44.81262345392182,20.540171514672373,Café
529,Lesce,44.811540000000036,20.54413000000005,Euphoria beauty studio,44.81339549131448,20.54118812084198,Salon / Barbershop
530,Lesce,44.811540000000036,20.54413000000005,Perfect Line Banja,44.81340427243834,20.541093093815693,Gym
531,Mika Alas,44.81310000000008,20.463290000000033,Sinnerman,44.81324726055465,20.462932754131046,Jazz Club
532,Mika Alas,44.81310000000008,20.463290000000033,Kafeterija | Кафетерија,44.81285187820009,20.46301212346027,Café
533,Nova Karaburma,44.81509500000001,20.50634025,Monument,44.81718472398495,20.50823678950606,Italian Restaurant
534,Nova Karaburma,44.81509500000001,20.50634025,Skroz dobra pekara,44.814694757657364,20.506262141593112,Bakery
535,Nova Karaburma,44.81509500000001,20.50634025,Medolino,44.81490203639362,20.506015624432774,Creperie
536,Nova Karaburma,44.81509500000001,20.50634025,Non Stop Fitness,44.81636838598354,20.50454755320946,Gym / Fitness Center
537,Nova Karaburma,44.81509500000001,20.50634025,iDEA,44.81686068796035,20.507654338882297,Supermarket
538,Nova Karaburma,44.81509500000001,20.50634025,Stajalište gradskog prevoza Patrisa Lumumbe,44.81470480264777,20.506306203862668,Bus Stop
539,Nova Karaburma,44.81509500000001,20.50634025,Pull&Bear,44.816853,20.50731,Clothing Store
540,Nova Karaburma,44.81509500000001,20.50634025,Reserved,44.816834,20.508285,Clothing Store
541,Nova Karaburma,44.81509500000001,20.50634025,Asia Food,44.81682,20.508541,Asian Restaurant
542,Paliula,44.811180000000036,20.47897000000006,Реалист | Realist,44.811329984384834,20.477868965549487,Beer Bar
543,Paliula,44.811180000000036,20.47897000000006,Cigla&Krigla,44.811181539562206,20.477932221550674,Pub
544,Paliula,44.811180000000036,20.47897000000006,Profesorska kolonija,44.812125113634046,20.480728401154387,Neighborhood
545,Paliula,44.811180000000036,20.47897000000006,Džidži Midži,44.811844301786266,20.480130927881525,Café
546,Paliula,44.811180000000036,20.47897000000006,Trifunović,44.81050484836215,20.478956133474842,Bakery
547,Paliula,44.811180000000036,20.47897000000006,Caviar,44.81044825304447,20.47890414602271,Modern European Restaurant
548,Paliula,44.811180000000036,20.47897000000006,Parkić,44.81068704873274,20.478829126224017,Playground
549,Paliula,44.811180000000036,20.47897000000006,Parkić,44.81109857169051,20.479466265971414,Café
550,Paliula,44.811180000000036,20.47897000000006,Stih,44.81114820826562,20.4794663704163,Café
551,Partizanski Blok,44.77144418421136,20.535666108771828,Zdrava hrana,44.77145194808854,20.5365609726163,Health Food Store
552,Partizanski Blok,44.77144418421136,20.535666108771828,Jablanica MP,44.77583570672757,20.53764042113992,Grocery Store
553,Partizanski Blok,44.77144418421136,20.535666108771828,Motel Konak,44.76581671854192,20.533606828131806,Bed & Breakfast
554,Partizanski Blok,44.77144418421136,20.535666108771828,Vidovdan,44.77659272006688,20.539834707758573,Restaurant
555,Partizanski Blok,44.77144418421136,20.535666108771828,Eurodom,44.7656779195137,20.533148481122435,Furniture / Home Store
556,Profesorska Kolonija,44.751357584364776,20.478126964631606,Pavone,44.751231476268295,20.480709497571382,Pizza Place
557,Profesorska Kolonija,44.751357584364776,20.478126964631606,Maxi,44.75079,20.480952,Supermarket
558,Profesorska Kolonija,44.751357584364776,20.478126964631606,Maxi,44.75181467389428,20.47732282246565,Supermarket
559,Profesorska Kolonija,44.751357584364776,20.478126964631606,Change me,44.75269140392613,20.476951065307066,Outlet Store
560,Profesorska Kolonija,44.751357584364776,20.478126964631606,Diskont | Okretnica,44.751602082712466,20.480385873269555,Building
561,Profesorska Kolonija,44.751357584364776,20.478126964631606,Triada,44.75162,20.480793,Chinese Restaurant
562,Reva,44.81310000000008,20.463290000000033,Sinnerman,44.81324726055465,20.462932754131046,Jazz Club
563,Reva,44.81310000000008,20.463290000000033,Kafeterija | Кафетерија,44.81285187820009,20.46301212346027,Café
564,Stara Karaburma,44.81604000000005,20.501430000000028,Non Stop Fitness,44.81636838598354,20.50454755320946,Gym / Fitness Center
565,Stara Karaburma,44.81604000000005,20.501430000000028,iDEA,44.81646110248974,20.499586948200495,Supermarket
566,Stara Karaburma,44.81604000000005,20.501430000000028,siroko srce,44.81679595690917,20.49966621342826,Brewery
567,Stara Karaburma,44.81604000000005,20.501430000000028,Metro obuća,44.81752873772107,20.50407187158239,Shoe Store
568,Tasmajdan,44.807600000000036,20.47375000000005,Mali Tašmajdan,44.807934268201606,20.474116802215576,Park
569,Tasmajdan,44.807600000000036,20.47375000000005,Metropol Palace,44.8068256265777,20.473872042991616,Hotel
570,Tasmajdan,44.807600000000036,20.47375000000005,SRC Tašmajdan,44.808844792322205,20.473707834025497,Pool
571,Tasmajdan,44.807600000000036,20.47375000000005,OUR BAR,44.808603065471864,20.473601356458747,Bar
572,Tasmajdan,44.807600000000036,20.47375000000005,Limegrove,44.80680256104421,20.473568927808607,Gym / Fitness Center
573,Tasmajdan,44.807600000000036,20.47375000000005,Atrijum,44.80752454199826,20.475281464764006,Café
574,Tasmajdan,44.807600000000036,20.47375000000005,El Derecho,44.80794992093721,20.472830368804477,Café
575,Tasmajdan,44.807600000000036,20.47375000000005,Arhiv Srbije,44.806964935869296,20.474927488377123,Historic Site
576,Viline Vode,44.820468020034205,20.47714294908211,Allure Caramel Hotel,44.819734705801274,20.47416911623692,Hotel
577,Viline Vode,44.820468020034205,20.47714294908211,Ђура | Đura,44.819441548088754,20.473780446313476,Bar
578,Viline Vode,44.820468020034205,20.47714294908211,Luwak,44.817503,20.476677,Café
579,Viline Vode,44.820468020034205,20.47714294908211,Iron Republic,44.81705670555307,20.476525794792707,Gym
580,Viline Vode,44.820468020034205,20.47714294908211,Fini,44.820593919423764,20.471532595221397,Dessert Shop
581,Viline Vode,44.820468020034205,20.47714294908211,Just A Maestro,44.81898446756882,20.471772211190576,Restaurant
582,Viline Vode,44.820468020034205,20.47714294908211,Kafograf,44.8170744578733,20.474226657677935,Coffee Shop
583,Viline Vode,44.820468020034205,20.47714294908211,Roštilj Žuća,44.819755696201305,20.471362053039496,BBQ Joint
584,Viline Vode,44.820468020034205,20.47714294908211,eXtreme gym,44.81984102852976,20.471308654915674,Gym / Fitness Center
585,Viline Vode,44.820468020034205,20.47714294908211,Trem,44.81833810096076,20.47502354200066,Seafood Restaurant
586,Viline Vode,44.820468020034205,20.47714294908211,Stara Hercegovina,44.819138973545314,20.474239627991306,Restaurant
587,Viline Vode,44.820468020034205,20.47714294908211,XL Fitness Factory,44.81683551093465,20.480058729443364,Gym
588,Viline Vode,44.820468020034205,20.47714294908211,Prava pljeskavica,44.81624172651846,20.47654068403874,BBQ Joint
589,Viline Vode,44.820468020034205,20.47714294908211,Puškin,44.81901660971531,20.47182379776447,Bar
590,Viline Vode,44.820468020034205,20.47714294908211,Just & Lobby,44.821172020146875,20.47690884284399,Eastern European Restaurant
591,Viline Vode,44.820468020034205,20.47714294908211,Extreme Kids,44.8199171176908,20.47127768040515,Playground
592,Viline Vode,44.820468020034205,20.47714294908211,Resrota,44.82262383455191,20.473468584233206,Auto Garage
593,Vilingrad,44.81310000000008,20.463290000000033,Sinnerman,44.81324726055465,20.462932754131046,Jazz Club
594,Vilingrad,44.81310000000008,20.463290000000033,Kafeterija | Кафетерија,44.81285187820009,20.46301212346027,Café
595,Visnjica,44.814870000000035,20.47017000000005,Pomodoro,44.81516999204813,20.469540409010147,Pizza Place
596,Visnjica,44.814870000000035,20.47017000000005,Manhattan,44.81439337418673,20.46952822024437,Café
597,Visnjica,44.814870000000035,20.47017000000005,Shpitza,44.814751754383764,20.47010208138781,Café
598,Visnjica,44.814870000000035,20.47017000000005,Mali princ,44.81444554842932,20.469237272157105,Dessert Shop
599,Visnjica,44.814870000000035,20.47017000000005,Beverly,44.81442379732082,20.469285400603184,Café
600,Visnjica,44.814870000000035,20.47017000000005,Libre,44.815000639221665,20.470847164941826,Bar
601,Visnjica,44.814870000000035,20.47017000000005,eXM Caffe,44.81440309827376,20.469546858113,Coffee Shop
602,Visnjicka Banja,44.817084201244334,20.54173057474099,iDEA,44.816649144958504,20.539884567260742,Supermarket
603,Visnjicka Banja,44.817084201244334,20.54173057474099,Glinara,44.81696418216997,20.54028024235942,Trail
604,Visnjicka Banja,44.817084201244334,20.54173057474099,Pirke,44.81725199896782,20.54478592800393,Restaurant
605,Visnjicka Banja,44.817084201244334,20.54173057474099,Košarkaski tereni Banja,44.81664545731229,20.538348442506763,Basketball Court
606,Jelezovac,44.71400877739386,20.46254215754175,Maxi,44.713452715043296,20.46338286702301,Supermarket
607,Jelezovac,44.71400877739386,20.46254215754175,Tržni centar Resnik,44.713215655219294,20.46153248436336,Neighborhood
608,Kanarevo Brdo,44.75583155968134,20.45825279186233,Čačanin,44.75668043997455,20.459938519656404,Restaurant
609,Kanarevo Brdo,44.75583155968134,20.45825279186233,Katun,44.757056456908934,20.456468684862788,Restaurant
610,Kanarevo Brdo,44.75583155968134,20.45825279186233,Fitness centar AS,44.75447996887286,20.45639435257421,Gym
611,Kanarevo Brdo,44.75583155968134,20.45825279186233,Teniski Klub Topaco,44.75625581759605,20.455893327703848,Tennis Court
612,Kanarevo Brdo,44.75583155968134,20.45825279186233,Kolonija,44.75672232813338,20.452953911056856,Beer Bar
613,Kanarevo Brdo,44.75583155968134,20.45825279186233,Mesara Mladenović,44.75725510309343,20.459905633750935,Butcher
614,Kanarevo Brdo,44.75583155968134,20.45825279186233,ЋОШ∀К | Ćošak,44.75412866386465,20.451969708323354,Bar
615,Kanarevo Brdo,44.75583155968134,20.45825279186233,Kanarevo brdo,44.753347539151434,20.45551693489779,Neighborhood
616,Kanarevo Brdo,44.75583155968134,20.45825279186233,Homer,44.75264325648554,20.455142680615513,Pizza Place
617,Kanarevo Brdo,44.75583155968134,20.45825279186233,Rojo Bar,44.75470089151173,20.45640597753067,Café
618,Kanarevo Brdo,44.75583155968134,20.45825279186233,Tehnomanija,44.752697148648295,20.45590332513669,Electronics Store
619,Kanarevo Brdo,44.75583155968134,20.45825279186233,Maxi,44.75270643412213,20.45531108144334,Grocery Store
620,Kanarevo Brdo,44.75583155968134,20.45825279186233,Sportski centar Slodes,44.75637415463705,20.461206904501612,Athletics & Sports
621,Kanarevo Brdo,44.75583155968134,20.45825279186233,Costa Azzura,44.757057,20.459896,Bakery
622,Kanarevo Brdo,44.75583155968134,20.45825279186233,Pekara LaLa,44.755434264017275,20.4566469068143,Bakery
623,Kanarevo Brdo,44.75583155968134,20.45825279186233,Stajalište gradskog prevoza Pere Velimirovića,44.75723,20.45996,Bus Stop
624,Kanarevo Brdo,44.75583155968134,20.45825279186233,Hobotnica,44.756895888188566,20.460384814593706,Car Wash
625,Kanarevo Brdo,44.75583155968134,20.45825279186233,Slodes ***,44.75646834467647,20.460973276855672,Hotel
626,Kanarevo Brdo,44.75583155968134,20.45825279186233,Diskont pića DIV,44.75751876831055,20.455427169799805,Liquor Store
627,Kanarevo Brdo,44.75583155968134,20.45825279186233,Mala Slavija,44.7563937358537,20.453128343314493,Plaza
628,Kanarevo Brdo,44.75583155968134,20.45825279186233,ETC servis,44.757047201721285,20.45315700152225,Electronics Store
629,Kanarevo Brdo,44.75583155968134,20.45825279186233,Pijaca Stari Košutnjak,44.757288518125186,20.45282959342114,Farmers Market
630,Kanarevo Brdo,44.75583155968134,20.45825279186233,Aman,44.75709368569893,20.452085909735157,Market
631,Kanarevo Brdo,44.75583155968134,20.45825279186233,Fitness Studio Feel Life,44.75415915850651,20.452064240731374,Athletics & Sports
632,Kanarevo Brdo,44.75583155968134,20.45825279186233,Ragina glava,44.75415764177513,20.45197960167221,Pub
633,Kanarevo Brdo,44.75583155968134,20.45825279186233,Modna kuća Balašević,44.75680586119065,20.451393127441406,Boutique
634,Knezevac,44.733522365199995,20.437821282585837,"Okretnica Kneževac | 3, 37, 37N",44.73403811042762,20.431888833136327,Bus Station
635,Knezevac,44.733522365199995,20.437821282585837,Drvce,44.73833229612881,20.43862309515816,Bar
636,Knezevac,44.733522365199995,20.437821282585837,Železnička stanica Kneževac,44.732102299127384,20.430866289570986,Train Station
637,Miljakovac,44.74732051294229,20.450566122688876,Slon,44.74809076549393,20.450161756582922,Bar
638,Miljakovac,44.74732051294229,20.450566122688876,La Perla,44.747162747755695,20.447915533394877,Café
639,Miljakovac,44.74732051294229,20.450566122688876,Kod dobrog domaćina,44.74841975615056,20.453092183276834,Fast Food Restaurant
640,Miljakovac,44.74732051294229,20.450566122688876,Good Food Dak,44.748512415355925,20.453247885710166,BBQ Joint
641,Miljakovac,44.74732051294229,20.450566122688876,Lilly Drogerie,44.74612323026698,20.45147573179936,Cosmetics Shop
642,Miljakovac,44.74732051294229,20.450566122688876,Puna Kapa,44.748155393147634,20.45025242194585,BBQ Joint
643,Miljakovac,44.74732051294229,20.450566122688876,"Pekara ""Mihajlović""",44.748273660784704,20.451389134658218,Bakery
644,Miljakovac,44.74732051294229,20.450566122688876,Maxi,44.745289815269196,20.45151717891601,Grocery Store
645,Miljakovac,44.74732051294229,20.450566122688876,Robna kuća Beograd,44.75042877026676,20.4490864276886,Department Store
646,Miljakovac,44.74732051294229,20.450566122688876,dm-drogerie markt,44.75041491412667,20.44904535072961,Cosmetics Shop
647,Miljakovac,44.74732051294229,20.450566122688876,JYSK,44.750535441851504,20.449102520942688,Furniture / Home Store
648,Miljakovac I,44.74732051294229,20.450566122688876,Slon,44.74809076549393,20.450161756582922,Bar
649,Miljakovac I,44.74732051294229,20.450566122688876,La Perla,44.747162747755695,20.447915533394877,Café
650,Miljakovac I,44.74732051294229,20.450566122688876,Kod dobrog domaćina,44.74841975615056,20.453092183276834,Fast Food Restaurant
651,Miljakovac I,44.74732051294229,20.450566122688876,Good Food Dak,44.748512415355925,20.453247885710166,BBQ Joint
652,Miljakovac I,44.74732051294229,20.450566122688876,Lilly Drogerie,44.74612323026698,20.45147573179936,Cosmetics Shop
653,Miljakovac I,44.74732051294229,20.450566122688876,Puna Kapa,44.748155393147634,20.45025242194585,BBQ Joint
654,Miljakovac I,44.74732051294229,20.450566122688876,"Pekara ""Mihajlović""",44.748273660784704,20.451389134658218,Bakery
655,Miljakovac I,44.74732051294229,20.450566122688876,Maxi,44.745289815269196,20.45151717891601,Grocery Store
656,Miljakovac I,44.74732051294229,20.450566122688876,Robna kuća Beograd,44.75042877026676,20.4490864276886,Department Store
657,Miljakovac I,44.74732051294229,20.450566122688876,dm-drogerie markt,44.75041491412667,20.44904535072961,Cosmetics Shop
